Order ID,Дата создания,User ID,ID продукта,Оплачен,Дата платежа,Сумма платежа,Сумма заказа,Сумма скидки
order11202,7/29/2019,id5347,product10,да,7/29/2019,4200,4200,0
order11203,7/29/2019,id1765,product10,да,7/29/2019,4200,4200,0
order11205,7/29/2019,id10666,product10,да,7/29/2019,4200,4200,0
order11206,7/29/2019,id1496,product10,да,7/29/2019,4200,4200,0
order11201,7/29/2019,id58,product10,да,7/29/2019,"3376,969697",4200,"823,030303"
order11208,7/29/2019,id4635,product7,да,7/29/2019,3160,3950,790
order11211,7/29/2019,id13399,product10,да,7/29/2019,4200,4200,0
order11212,7/29/2019,id12760,product7,да,7/29/2019,3950,3950,0
order11214,7/29/2019,id2530,product10,да,7/29/2019,4200,4200,0
order11216,7/29/2019,id13631,product4,да,7/29/2019,4300,4300,0
order11218,7/29/2019,id2931,product10,да,7/29/2019,3360,4200,840
order11222,7/29/2019,id8941,product10,да,7/29/2019,4200,4200,0
order11223,7/29/2019,id4185,product10,да,7/29/2019,4200,4200,0
order11224,7/30/2019,id800,product4,да,7/30/2019,4300,4300,0
order11225,7/30/2019,id219,product10,да,7/30/2019,4200,4200,0
order11226,7/30/2019,id4574,product4,да,7/30/2019,4300,4300,0
order11229,7/30/2019,id4744,product7,да,7/30/2019,3950,3950,0
order11232,7/30/2019,id833,product7,да,7/30/2019,3950,3950,0
order11233,7/30/2019,id1670,product7,да,7/30/2019,3950,3950,0
order11234,7/30/2019,id6723,product4,да,7/30/2019,4300,4300,0
order11236,7/30/2019,id1032,product10,да,7/30/2019,4200,4200,0
order11237,7/30/2019,id3182,product7,да,7/30/2019,3950,3950,0
order11238,7/30/2019,id750,product7,да,7/30/2019,3950,3950,0
order11239,7/30/2019,id12711,product7,да,7/30/2019,3950,3950,0
order11240,7/30/2019,id10118,product10,да,7/30/2019,4200,4200,0
order11241,7/30/2019,id5831,product7,да,7/30/2019,3950,3950,0
order11242,7/30/2019,id8333,product6,да,7/30/2019,4200,4200,0
order11243,7/30/2019,id401,product7,да,7/30/2019,3950,3950,0
order11245,7/30/2019,id2852,product7,да,7/30/2019,3950,3950,0
order11249,7/30/2019,id1697,product10,да,7/30/2019,4200,4200,0
order11250,7/30/2019,id787,product7,да,7/30/2019,3950,3950,0
order11253,7/30/2019,id4310,product7,да,7/30/2019,"154,9019608",3950,"3795,098039"
order11255,7/30/2019,id4896,product10,да,7/30/2019,4200,4200,0
order11256,7/30/2019,id9487,product4,да,7/30/2019,4300,4300,0
order11257,7/30/2019,id1871,product7,да,7/30/2019,3950,3950,0
order11259,7/30/2019,id10792,product10,да,7/30/2019,3360,4200,840
order11260,7/30/2019,id8978,product7,да,7/30/2019,3950,3950,0
order11261,7/30/2019,id5812,product7,да,7/30/2019,3950,3950,0
order11263,7/30/2019,id5833,product3,да,7/30/2019,4200,4200,0
order11264,7/30/2019,id13893,product3,да,7/30/2019,4200,4200,0
order11266,7/30/2019,id13039,product7,да,7/30/2019,3950,3950,0
order11267,7/30/2019,id5026,product7,да,7/30/2019,3950,3950,0
order11270,7/30/2019,id12880,product7,да,7/30/2019,3950,3950,0
order11271,7/30/2019,id5920,product2,да,7/30/2019,4050,4050,0
order11272,7/30/2019,id11965,product8,да,7/30/2019,4500,4500,0
order11274,7/31/2019,id3290,product10,да,7/31/2019,4200,4200,0
order11277,7/31/2019,id7653,product7,да,7/31/2019,3950,3950,0
order11281,7/31/2019,id9753,product8,да,7/31/2019,4500,4500,0
order11282,7/31/2019,id2463,product3,да,7/31/2019,4200,4200,0
order11283,7/31/2019,id4884,product4,да,7/31/2019,3440,4300,860
order11284,7/31/2019,id11144,product7,да,7/31/2019,3950,3950,0
order11285,7/31/2019,id12224,product9,да,7/31/2019,4600,4600,0
order11289,7/31/2019,id11472,product7,да,7/31/2019,3950,3950,0
order11290,7/31/2019,id3725,product7,да,7/31/2019,3160,3950,790
order11291,7/31/2019,id2255,product10,да,7/31/2019,3360,4200,840
order11292,7/31/2019,id9528,product4,да,7/31/2019,4300,4300,0
order11293,7/31/2019,id8004,product9,да,7/31/2019,4600,4600,0
order11294,7/31/2019,id9260,product8,да,7/31/2019,4500,4500,0
order11296,7/31/2019,id5001,product7,да,7/31/2019,3950,3950,0
order11297,7/31/2019,id5906,product7,да,7/31/2019,3950,3950,0
order11298,7/31/2019,id7670,product7,да,7/31/2019,3950,3950,0
order11299,8/1/2019,id13185,product10,да,8/1/2019,3360,4200,840
order11300,8/1/2019,id13277,product7,да,8/1/2019,3950,3950,0
order11301,8/1/2019,id378,product7,да,8/1/2019,3950,3950,0
order11308,8/1/2019,id7061,product7,да,8/1/2019,3160,3950,790
order11309,8/1/2019,id3697,product7,да,8/1/2019,3160,3950,790
order11314,8/1/2019,id52,product10,да,8/1/2019,2520,4200,1680
order11315,8/1/2019,id52,product7,да,8/1/2019,2370,3950,1580
order11316,8/1/2019,id11286,product7,да,8/1/2019,3160,3950,790
order11317,8/1/2019,id1039,product3,да,8/1/2019,3360,4200,840
order11318,8/1/2019,id5835,product7,да,8/1/2019,3160,3950,790
order11319,8/1/2019,id924,product8,да,8/1/2019,2700,4500,1800
order11320,8/1/2019,id924,product7,да,8/1/2019,2370,3950,1580
order11322,8/1/2019,id924,product2,да,8/1/2019,2430,4050,1620
order11323,8/1/2019,id11199,product7,да,8/1/2019,3950,3950,0
order11325,8/1/2019,id6796,product7,да,8/1/2019,3160,3950,790
order11326,8/1/2019,id4566,product7,да,8/1/2019,2370,3950,1580
order11330,8/1/2019,id13457,product3,да,8/1/2019,3360,4200,840
order11331,8/1/2019,id8131,product7,да,8/1/2019,3160,3950,790
order11332,8/1/2019,id8276,product8,да,8/1/2019,3600,4500,900
order11334,8/1/2019,id13763,product6,да,8/1/2019,3360,4200,840
order11335,8/1/2019,id8999,product1,да,8/1/2019,3440,4300,860
order11333,8/1/2019,id4607,product8,да,8/1/2019,3600,4500,900
order11336,8/1/2019,id9884,product4,да,8/1/2019,3440,4300,860
order11337,8/1/2019,id9251,product8,да,8/1/2019,3600,4500,900
order11338,8/1/2019,id9069,product7,да,8/1/2019,3160,3950,790
order11339,8/1/2019,id6046,product7,да,8/1/2019,3160,3950,790
order11341,8/1/2019,id5456,product8,да,8/1/2019,2700,4500,1800
order11342,8/1/2019,id11677,product7,да,8/1/2019,3160,3950,790
order11344,8/1/2019,id4035,product7,да,8/1/2019,3160,3950,790
order11345,8/1/2019,id12269,product4,да,8/1/2019,3440,4300,860
order11347,8/1/2019,id12815,product7,да,8/1/2019,3160,3950,790
order11348,8/1/2019,id7448,product10,да,8/1/2019,3360,4200,840
order11351,8/1/2019,id1134,product9,да,8/1/2019,2760,4600,1840
order11352,8/1/2019,id7194,product7,да,8/1/2019,3160,3950,790
order11357,8/1/2019,id5633,product6,да,8/1/2019,2520,4200,1680
order11356,8/1/2019,id4798,product4,да,8/1/2019,3440,4300,860
order11358,8/1/2019,id6336,product9,да,8/1/2019,3680,4600,920
order11360,8/1/2019,id14422,product7,да,8/1/2019,3160,3950,790
order11361,8/1/2019,id3179,product7,да,8/1/2019,2370,3950,1580
order11364,8/1/2019,id12158,product1,да,8/1/2019,3440,4300,860
order11365,8/1/2019,id6970,product7,да,8/1/2019,3160,3950,790
order11368,8/1/2019,id12063,product2,да,8/1/2019,3240,4050,810
order11370,8/1/2019,id14353,product1,да,8/1/2019,3440,4300,860
order11371,8/1/2019,id6439,product3,да,8/1/2019,3360,4200,840
order11372,8/1/2019,id685,product6,да,8/1/2019,2520,4200,1680
order11373,8/1/2019,id685,product7,да,8/1/2019,2370,3950,1580
order11374,8/1/2019,id12206,product8,да,8/1/2019,3600,4500,900
order11376,8/1/2019,id947,product7,да,8/1/2019,2370,3950,1580
order11377,8/1/2019,id2554,product7,да,8/1/2019,3160,3950,790
order11378,8/1/2019,id4321,product7,да,8/1/2019,3160,3950,790
order11379,8/1/2019,id7418,product7,да,8/1/2019,3160,3950,790
order11380,8/1/2019,id11242,product10,да,8/1/2019,2520,4200,1680
order11382,8/1/2019,id9004,product6,да,8/1/2019,3360,4200,840
order11383,8/1/2019,id3415,product10,да,8/1/2019,3360,4200,840
order11384,8/1/2019,id4489,product7,да,8/1/2019,3160,3950,790
order11386,8/1/2019,id12872,product6,да,8/1/2019,3360,4200,840
order11389,8/1/2019,id7156,product8,да,8/1/2019,3600,4500,900
order11390,8/1/2019,id416,product7,да,8/1/2019,2370,3950,1580
order11391,8/1/2019,id416,product8,да,8/1/2019,2700,4500,1800
order11393,8/1/2019,id12264,product7,да,8/1/2019,3160,3950,790
order11394,8/1/2019,id13149,product7,да,8/1/2019,2370,3950,1580
order11396,8/2/2019,id12339,product10,да,8/2/2019,2520,4200,1680
order11399,8/2/2019,id1699,product10,да,8/2/2019,3360,4200,840
order11400,8/2/2019,id9215,product7,да,8/2/2019,2370,3950,1580
order11401,8/2/2019,id10785,product7,да,8/2/2019,3160,3950,790
order11403,8/2/2019,id13649,product10,да,8/2/2019,2520,4200,1680
order11404,8/2/2019,id7226,product7,да,8/2/2019,3160,3950,790
order11405,8/2/2019,id10290,product7,да,8/2/2019,3160,3950,790
order11407,8/2/2019,id3317,product10,да,8/2/2019,3360,4200,840
order11408,8/2/2019,id9824,product10,да,8/2/2019,3360,4200,840
order11411,8/2/2019,id10780,product7,да,8/2/2019,3160,3950,790
order11412,8/2/2019,id5506,product4,да,8/2/2019,2580,4300,1720
order11413,8/2/2019,id5506,product8,да,8/2/2019,2700,4500,1800
order11415,8/2/2019,id8768,product3,да,8/2/2019,3360,4200,840
order11416,8/2/2019,id10735,product7,да,8/2/2019,3160,3950,790
order11418,8/2/2019,id11908,product3,да,8/2/2019,3360,4200,840
order11421,8/2/2019,id8483,product3,да,8/2/2019,3360,4200,840
order11419,8/2/2019,id14157,product10,да,8/2/2019,3360,4200,840
order11422,8/2/2019,id9869,product10,да,8/2/2019,3360,4200,840
order11424,8/2/2019,id2262,product3,да,8/2/2019,3360,4200,840
order11428,8/2/2019,id13381,product6,да,8/2/2019,3360,4200,840
order11430,8/2/2019,id3162,product4,да,8/2/2019,3440,4300,860
order11429,8/2/2019,id10426,product8,да,8/2/2019,3600,4500,900
order11431,8/2/2019,id11022,product7,да,8/2/2019,3160,3950,790
order11432,8/2/2019,id11997,product7,да,8/2/2019,3160,3950,790
order11435,8/2/2019,id230,product6,да,8/2/2019,2520,4200,1680
order11438,8/2/2019,id2250,product1,да,8/2/2019,3440,4300,860
order11440,8/2/2019,id5488,product3,да,8/2/2019,2520,4200,1680
order11442,8/2/2019,id3152,product7,да,8/2/2019,3160,3950,790
order11443,8/2/2019,id7345,product7,да,8/2/2019,3160,3950,790
order11444,8/2/2019,id6122,product10,да,8/2/2019,3360,4200,840
order11451,8/2/2019,id597,product6,да,8/2/2019,1680,4200,2520
order11452,8/2/2019,id597,product7,да,8/2/2019,1580,3950,2370
order11454,8/2/2019,id9893,product8,да,8/2/2019,2700,4500,1800
order11456,8/2/2019,id8356,product7,да,8/2/2019,3160,3950,790
order11460,8/2/2019,id13267,product7,да,8/2/2019,3160,3950,790
order11463,8/2/2019,id1702,product7,да,8/2/2019,3160,3950,790
order11464,8/2/2019,id8236,product7,да,8/2/2019,3160,3950,790
order11465,8/2/2019,id6827,product7,да,8/2/2019,3160,3950,790
order11466,8/2/2019,id14292,product7,да,8/2/2019,3160,3950,790
order11469,8/2/2019,id6351,product7,да,8/2/2019,3160,3950,790
order11470,8/2/2019,id14516,product7,да,8/2/2019,2370,3950,1580
order11472,8/2/2019,id12438,product7,да,8/2/2019,3160,3950,790
order11473,8/2/2019,id12993,product8,да,8/2/2019,3600,4500,900
order11474,8/2/2019,id2817,product7,да,8/2/2019,"1014,607843",3950,"2935,392157"
order11478,8/2/2019,id634,product10,да,8/2/2019,3360,4200,840
order11479,8/2/2019,id13635,product7,да,8/2/2019,3160,3950,790
order11480,8/2/2019,id10128,product7,да,8/2/2019,2370,3950,1580
order11481,8/2/2019,id6087,product7,да,8/2/2019,3160,3950,790
order11482,8/2/2019,id4740,product7,да,8/2/2019,2370,3950,1580
order11485,8/3/2019,id14560,product3,да,8/3/2019,3360,4200,840
order11486,8/3/2019,id2414,product8,да,8/3/2019,3600,4500,900
order11487,8/3/2019,id13502,product3,да,8/3/2019,3360,4200,840
order11488,8/3/2019,id7558,product7,да,8/3/2019,3160,3950,790
order11489,8/3/2019,id13592,product7,да,8/3/2019,3160,3950,790
order11490,8/3/2019,id6320,product7,да,8/3/2019,3160,3950,790
order11491,8/3/2019,id9198,product8,да,8/3/2019,3600,4500,900
order11493,8/3/2019,id13834,product3,да,8/3/2019,3360,4200,840
order11494,8/3/2019,id6213,product7,да,8/3/2019,3160,3950,790
order11495,8/3/2019,id5301,product1,да,8/3/2019,3440,4300,860
order11497,8/3/2019,id9209,product7,да,8/3/2019,3160,3950,790
order11498,8/3/2019,id247,product7,да,8/3/2019,3160,3950,790
order11499,8/3/2019,id10574,product7,да,8/3/2019,3160,3950,790
order11500,8/3/2019,id9269,product7,да,8/3/2019,2370,3950,1580
order11501,8/3/2019,id7450,product7,да,8/3/2019,3160,3950,790
order11484,8/2/2019,id13014,product10,да,8/3/2019,2520,4200,1680
order11502,8/3/2019,id1131,product7,да,8/3/2019,3160,3950,790
order11503,8/3/2019,id7352,product7,да,8/3/2019,3160,3950,790
order11504,8/3/2019,id13261,product8,да,8/3/2019,3600,4500,900
order11507,8/3/2019,id7933,product3,да,8/3/2019,3360,4200,840
order11508,8/3/2019,id10296,product7,да,8/3/2019,3160,3950,790
order11511,8/3/2019,id3841,product7,да,8/3/2019,3160,3950,790
order11512,8/3/2019,id1771,product7,да,8/3/2019,3160,3950,790
order11514,8/3/2019,id2974,product7,да,8/3/2019,2370,3950,1580
order11516,8/3/2019,id7431,product7,да,8/3/2019,3160,3950,790
order11519,8/3/2019,id8254,product10,да,8/3/2019,3360,4200,840
order11518,8/3/2019,id13823,product8,да,8/3/2019,3600,4500,900
order11520,8/3/2019,id4210,product8,да,8/3/2019,3600,4500,900
order11521,8/3/2019,id9766,product10,да,8/3/2019,3360,4200,840
order11522,8/3/2019,id12719,product7,да,8/3/2019,3160,3950,790
order11523,8/3/2019,id8549,product6,да,8/3/2019,3360,4200,840
order11525,8/3/2019,id11278,product8,да,8/3/2019,3600,4500,900
order11527,8/3/2019,id6693,product7,да,8/3/2019,3160,3950,790
order11529,8/3/2019,id6127,product7,да,8/3/2019,3160,3950,790
order11530,8/3/2019,id12739,product4,да,8/3/2019,2580,4300,1720
order11531,8/3/2019,id9765,product6,да,8/3/2019,3360,4200,840
order11534,8/3/2019,id139,product7,да,8/3/2019,2370,3950,1580
order11535,8/3/2019,id139,product6,да,8/3/2019,2520,4200,1680
order11536,8/3/2019,id8263,product9,да,8/3/2019,3680,4600,920
order11538,8/3/2019,id14078,product7,да,8/3/2019,3160,3950,790
order11540,8/3/2019,id14005,product7,да,8/3/2019,3160,3950,790
order11541,8/3/2019,id7132,product1,да,8/3/2019,3440,4300,860
order11542,8/3/2019,id12652,product10,да,8/3/2019,3360,4200,840
order11543,8/3/2019,id11045,product10,да,8/3/2019,3360,4200,840
order11545,8/3/2019,id363,product4,да,8/3/2019,3440,4300,860
order11546,8/3/2019,id4933,product7,да,8/3/2019,3160,3950,790
order11547,8/3/2019,id7542,product8,да,8/3/2019,3600,4500,900
order11548,8/3/2019,id2568,product8,да,8/3/2019,3600,4500,900
order11552,8/3/2019,id3357,product9,да,8/3/2019,3680,4600,920
order11551,8/3/2019,id8055,product7,да,8/3/2019,3160,3950,790
order11553,8/3/2019,id7652,product8,да,8/3/2019,3600,4500,900
order11555,8/3/2019,id8261,product8,да,8/3/2019,3600,4500,900
order11556,8/3/2019,id8504,product10,да,8/3/2019,3360,4200,840
order11558,8/3/2019,id4349,product7,да,8/3/2019,1580,3950,2370
order11559,8/3/2019,id9181,product7,да,8/3/2019,3160,3950,790
order11560,8/3/2019,id10051,product1,да,8/3/2019,3440,4300,860
order11561,8/3/2019,id11203,product7,да,8/3/2019,3160,3950,790
order11549,8/3/2019,id14395,product10,да,8/3/2019,3360,4200,840
order11564,8/3/2019,id509,product6,да,8/3/2019,2520,4200,1680
order11565,8/3/2019,id14269,product7,да,8/3/2019,3160,3950,790
order11566,8/3/2019,id12340,product7,да,8/3/2019,3160,3950,790
order11567,8/3/2019,id14369,product8,да,8/3/2019,"2148,387097",4500,"2351,612903"
order11570,8/3/2019,id4135,product1,да,8/3/2019,2580,4300,1720
order11574,8/3/2019,id6663,product7,да,8/3/2019,3160,3950,790
order11577,8/4/2019,id8185,product7,да,8/4/2019,3160,3950,790
order11576,8/4/2019,id572,product8,да,8/4/2019,3600,4500,900
order11581,8/4/2019,id7607,product7,да,8/4/2019,3160,3950,790
order11582,8/4/2019,id10740,product7,да,8/4/2019,3160,3950,790
order11583,8/4/2019,id4965,product7,да,8/4/2019,3160,3950,790
order11585,8/4/2019,id13774,product8,да,8/4/2019,2700,4500,1800
order11586,8/4/2019,id10765,product7,да,8/4/2019,3160,3950,790
order11589,8/4/2019,id12653,product7,да,8/4/2019,3160,3950,790
order11594,8/4/2019,id10182,product10,да,8/4/2019,3360,4200,840
order11595,8/4/2019,id5113,product10,да,8/4/2019,2520,4200,1680
order11596,8/4/2019,id5113,product7,да,8/4/2019,2370,3950,1580
order11598,8/4/2019,id8228,product8,да,8/4/2019,3600,4500,900
order11601,8/4/2019,id6194,product10,да,8/4/2019,3360,4200,840
order11599,8/4/2019,id11865,product3,да,8/4/2019,3360,4200,840
order11600,8/4/2019,id9969,product1,да,8/4/2019,3440,4300,860
order11602,8/4/2019,id12302,product3,да,8/4/2019,3360,4200,840
order11604,8/4/2019,id14229,product7,да,8/4/2019,3160,3950,790
order11607,8/4/2019,id3930,product7,да,8/4/2019,3160,3950,790
order11608,8/4/2019,id12977,product7,да,8/4/2019,2370,3950,1580
order11609,8/4/2019,id9767,product7,да,8/4/2019,3160,3950,790
order11610,8/4/2019,id6715,product7,да,8/4/2019,3160,3950,790
order11611,8/4/2019,id12518,product7,да,8/4/2019,3160,3950,790
order11612,8/4/2019,id11981,product8,да,8/4/2019,3600,4500,900
order11613,8/4/2019,id9430,product7,да,8/4/2019,3160,3950,790
order11621,8/4/2019,id4587,product4,да,8/4/2019,3440,4300,860
order11623,8/4/2019,id13407,product7,да,8/4/2019,2370,3950,1580
order11626,8/4/2019,id2232,product7,да,8/4/2019,3160,3950,790
order11627,8/4/2019,id9639,product4,да,8/4/2019,3440,4300,860
order11629,8/4/2019,id804,product10,да,8/4/2019,2520,4200,1680
order11631,8/4/2019,id12330,product7,да,8/4/2019,2370,3950,1580
order11632,8/4/2019,id12330,product3,да,8/4/2019,2520,4200,1680
order11633,8/4/2019,id6874,product6,да,8/4/2019,3360,4200,840
order11634,8/4/2019,id6568,product1,да,8/4/2019,3440,4300,860
order11635,8/4/2019,id9275,product7,да,8/4/2019,3160,3950,790
order11636,8/4/2019,id8215,product7,да,8/4/2019,3160,3950,790
order11638,8/4/2019,id7048,product7,да,8/4/2019,3160,3950,790
order11639,8/4/2019,id14510,product7,да,8/4/2019,3160,3950,790
order11641,8/4/2019,id10031,product7,да,8/4/2019,3160,3950,790
order11615,8/4/2019,id5769,product10,да,8/4/2019,2520,4200,1680
order11642,8/4/2019,id1698,product7,да,8/4/2019,3160,3950,790
order11643,8/4/2019,id11931,product1,да,8/4/2019,3440,4300,860
order11645,8/4/2019,id13832,product7,да,8/4/2019,3160,3950,790
order11646,8/4/2019,id12267,product7,да,8/4/2019,3160,3950,790
order11647,8/4/2019,id7325,product7,да,8/4/2019,3160,3950,790
order11648,8/4/2019,id2375,product1,да,8/4/2019,2580,4300,1720
order11649,8/4/2019,id2375,product7,да,8/4/2019,2370,3950,1580
order11650,8/4/2019,id12494,product7,да,8/4/2019,3160,3950,790
order11652,8/4/2019,id4576,product7,да,8/4/2019,3160,3950,790
order11653,8/4/2019,id12170,product7,да,8/4/2019,3160,3950,790
order11654,8/4/2019,id1345,product10,да,8/4/2019,3360,4200,840
order11656,8/4/2019,id153,product7,да,8/4/2019,2370,3950,1580
order11657,8/4/2019,id14063,product7,да,8/4/2019,3160,3950,790
order11659,8/4/2019,id214,product7,да,8/4/2019,3160,3950,790
order11661,8/4/2019,id6767,product10,да,8/4/2019,"366,1538462",4200,"3833,846154"
order11660,8/4/2019,id3673,product7,да,8/4/2019,3160,3950,790
order11662,8/4/2019,id11180,product8,да,8/4/2019,3600,4500,900
order11664,8/4/2019,id1520,product7,да,8/4/2019,3160,3950,790
order11666,8/4/2019,id8293,product7,да,8/4/2019,3160,3950,790
order11667,8/4/2019,id8777,product8,да,8/4/2019,3600,4500,900
order11668,8/4/2019,id13125,product8,да,8/4/2019,3600,4500,900
order11669,8/4/2019,id12757,product1,да,8/4/2019,3440,4300,860
order11671,8/4/2019,id3443,product7,да,8/4/2019,2370,3950,1580
order11675,8/4/2019,id7336,product7,да,8/4/2019,3160,3950,790
order11674,8/4/2019,id9751,product8,да,8/4/2019,3600,4500,900
order11677,8/4/2019,id6775,product7,да,8/4/2019,3160,3950,790
order11679,8/5/2019,id7084,product7,да,8/5/2019,2370,3950,1580
order11684,8/5/2019,id11909,product7,да,8/5/2019,3160,3950,790
order11685,8/5/2019,id13678,product7,да,8/5/2019,2370,3950,1580
order11686,8/5/2019,id13678,product3,да,8/5/2019,2520,4200,1680
order11690,8/5/2019,id3715,product7,да,8/5/2019,3160,3950,790
order11692,8/5/2019,id12964,product7,да,8/5/2019,3160,3950,790
order11693,8/5/2019,id12023,product7,да,8/5/2019,3160,3950,790
order11694,8/5/2019,id8154,product7,да,8/5/2019,3160,3950,790
order11697,8/5/2019,id8038,product7,да,8/5/2019,3160,3950,790
order11699,8/5/2019,id1902,product7,да,8/5/2019,"1079,666667",3950,"2870,333333"
order11701,8/5/2019,id12065,product7,да,8/5/2019,3160,3950,790
order11702,8/5/2019,id9783,product7,да,8/5/2019,3160,3950,790
order11703,8/5/2019,id6685,product7,да,8/5/2019,3160,3950,790
order11705,8/5/2019,id6461,product10,да,8/5/2019,3360,4200,840
order11704,8/5/2019,id8830,product7,да,8/5/2019,3160,3950,790
order11708,8/5/2019,id7397,product7,да,8/5/2019,3160,3950,790
order11707,8/5/2019,id1512,product7,да,8/5/2019,3160,3950,790
order11709,8/5/2019,id8256,product7,да,8/5/2019,3160,3950,790
order11710,8/5/2019,id3959,product10,да,8/5/2019,3360,4200,840
order11711,8/5/2019,id8858,product1,да,8/5/2019,3440,4300,860
order11712,8/5/2019,id13334,product7,да,8/5/2019,3160,3950,790
order11713,8/5/2019,id5402,product7,да,8/5/2019,3160,3950,790
order11714,8/5/2019,id8112,product1,да,8/5/2019,1720,4300,2580
order11715,8/5/2019,id11154,product7,да,8/5/2019,3160,3950,790
order11716,8/5/2019,id10044,product7,да,8/5/2019,3160,3950,790
order11717,8/5/2019,id12059,product7,да,8/5/2019,3160,3950,790
order11718,8/5/2019,id13490,product7,да,8/5/2019,3160,3950,790
order11719,8/5/2019,id602,product10,да,8/5/2019,3360,4200,840
order11720,8/5/2019,id14444,product7,да,8/5/2019,3160,3950,790
order11722,8/5/2019,id11131,product7,да,8/5/2019,3160,3950,790
order11723,8/5/2019,id6580,product7,да,8/5/2019,3160,3950,790
order11726,8/5/2019,id6280,product7,да,8/5/2019,3160,3950,790
order11724,8/5/2019,id13915,product6,да,8/5/2019,3360,4200,840
order11725,8/5/2019,id70,product7,да,8/5/2019,3160,3950,790
order11727,8/5/2019,id13740,product8,да,8/5/2019,3600,4500,900
order11729,8/5/2019,id11356,product7,да,8/5/2019,3160,3950,790
order11730,8/5/2019,id13562,product4,да,8/5/2019,3440,4300,860
order11731,8/5/2019,id14205,product7,да,8/5/2019,3160,3950,790
order11733,8/5/2019,id11186,product7,да,8/5/2019,3160,3950,790
order11734,8/5/2019,id12528,product7,да,8/5/2019,3160,3950,790
order11732,8/5/2019,id3125,product2,да,8/5/2019,3240,4050,810
order11736,8/5/2019,id12884,product7,да,8/5/2019,3160,3950,790
order11737,8/5/2019,id688,product4,да,8/5/2019,2580,4300,1720
order11738,8/5/2019,id688,product7,да,8/5/2019,2370,3950,1580
order11739,8/5/2019,id10401,product7,да,8/5/2019,3160,3950,790
order11740,8/5/2019,id11674,product7,да,8/5/2019,3160,3950,790
order11741,8/5/2019,id6076,product7,да,8/5/2019,3160,3950,790
order11742,8/5/2019,id13549,product7,да,8/5/2019,2370,3950,1580
order11744,8/5/2019,id13235,product1,да,8/5/2019,3440,4300,860
order11745,8/5/2019,id13167,product2,да,8/5/2019,3240,4050,810
order11747,8/5/2019,id5086,product7,да,8/5/2019,3160,3950,790
order11749,8/5/2019,id10679,product7,да,8/5/2019,3160,3950,790
order11750,8/5/2019,id7578,product7,да,8/5/2019,3160,3950,790
order11752,8/5/2019,id13731,product6,да,8/5/2019,"1950,967742",4200,"2249,032258"
order11753,8/5/2019,id3641,product6,да,8/5/2019,3360,4200,840
order11754,8/5/2019,id14406,product7,да,8/5/2019,"61,96078431",3950,"3888,039216"
order11755,8/5/2019,id3379,product7,да,8/5/2019,3160,3950,790
order11756,8/5/2019,id11902,product7,да,8/5/2019,3160,3950,790
order11757,8/5/2019,id771,product7,да,8/5/2019,2370,3950,1580
order11759,8/5/2019,id9412,product7,да,8/5/2019,2370,3950,1580
order11764,8/5/2019,id3571,product7,да,8/5/2019,2370,3950,1580
order11767,8/5/2019,id12424,product7,да,8/5/2019,3160,3950,790
order11766,8/5/2019,id6130,product7,да,8/5/2019,3160,3950,790
order11773,8/5/2019,id11882,product7,да,8/5/2019,3160,3950,790
order11777,8/5/2019,id13666,product8,да,8/5/2019,3600,4500,900
order11778,8/5/2019,id6529,product10,да,8/5/2019,3360,4200,840
order11780,8/5/2019,id5299,product8,да,8/5/2019,"2372,727273",4500,"2127,272727"
order11782,8/5/2019,id12209,product6,да,8/5/2019,3360,4200,840
order11783,8/5/2019,id8278,product7,да,8/5/2019,3160,3950,790
order11785,8/5/2019,id5928,product8,да,8/5/2019,3600,4500,900
order11788,8/5/2019,id11491,product7,да,8/5/2019,3160,3950,790
order11787,8/5/2019,id1543,product7,да,8/5/2019,3160,3950,790
order11789,8/5/2019,id13132,product1,да,8/5/2019,3440,4300,860
order11790,8/5/2019,id12877,product7,да,8/5/2019,3160,3950,790
order11791,8/5/2019,id14464,product7,да,8/5/2019,2370,3950,1580
order11792,8/5/2019,id8869,product8,да,8/5/2019,3600,4500,900
order11793,8/5/2019,id6904,product7,да,8/5/2019,3160,3950,790
order11795,8/5/2019,id8790,product6,да,8/5/2019,3360,4200,840
order11796,8/5/2019,id983,product7,да,8/5/2019,1580,3950,2370
order11799,8/5/2019,id14251,product8,да,8/5/2019,3600,4500,900
order11800,8/5/2019,id7551,product8,да,8/5/2019,3600,4500,900
order11801,8/5/2019,id10677,product8,да,8/5/2019,3600,4500,900
order11802,8/5/2019,id10734,product2,да,8/5/2019,3240,4050,810
order11803,8/5/2019,id2487,product8,да,8/5/2019,3600,4500,900
order11804,8/5/2019,id10825,product2,да,8/5/2019,3240,4050,810
order11805,8/5/2019,id585,product7,да,8/5/2019,3160,3950,790
order11806,8/5/2019,id4759,product8,да,8/5/2019,3600,4500,900
order11812,8/5/2019,id6719,product7,да,8/5/2019,3160,3950,790
order11814,8/5/2019,id10368,product8,да,8/5/2019,3600,4500,900
order11815,8/5/2019,id6504,product8,да,8/5/2019,3600,4500,900
order11816,8/5/2019,id8705,product8,да,8/5/2019,3600,4500,900
order11817,8/5/2019,id5910,product2,да,8/5/2019,3240,4050,810
order11819,8/5/2019,id11681,product8,да,8/5/2019,3600,4500,900
order11820,8/5/2019,id3776,product7,да,8/5/2019,3160,3950,790
order11821,8/5/2019,id14339,product9,да,8/5/2019,3680,4600,920
